Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,ED,0.0,0.2658275556233194,0.26178762316703796,0.26178762316703796,25600.0,0.0,0.0
1962-01-02,CVX,0.0,0.04680890217423439,0.04606926600933256,0.04680890217423439,105840.0,0.0,0.0
1962-01-02,GD,0.0,0.21003275954390174,0.20306070787008793,0.2082897424697876,2648000.0,0.0,0.0
1962-01-02,BP,0.0,0.14143933090345925,0.13952797651290894,0.13952797651290894,77440.0,0.0,0.0
1962-01-02,MSI,0.0,0.7649229763450202,0.7452535214492476,0.7518101930618286,65671.0,0.0,0.0
1962-01-02,HON,0.0,1.5596422972915405,1.549127912225958,1.5561375617980957,40740.0,0.0,0.0
1962-01-02,FL,0.0,0.9722493028732154,0.9538055893643659,0.9590751528739929,49200.0,0.0,0.0
1962-01-02,GT,0.0,1.9469001299879525,1.9142705188708358,1.9360235929489136,32000.0,0.0,0.0
1962-01-02,JNJ,0.0,0.0677657350897789,0.06741443839221611,0.0677657350897789,0.0,0.0,0.0
1962-01-02,MMM,0.0,0.541890852671279,0.5259528842775644,0.5299372673034668,254509.0,0.0,0.0
1962-01-02,DIS,0.05835945904254913,0.0603180077410653,0.05835945904254913,0.05835945904254913,841958.0,0.0,0.0
1962-01-02,XRX,0.0,1.0117952124550889,0.9992262318347459,1.0055105686187744,51233.0,0.0,0.0
1962-01-02,MO,0.0,0.00333833846261782,0.0032930246088653803,0.0032930246088653803,345600.0,0.0,0.0
1962-01-02,CNP,0.0,0.31389233720884596,0.3115246295928955,0.3115246295928955,13879.0,0.0,0.0
1962-01-02,PG,0.0,0.2749725586034827,0.27124668804133245,0.27273714542388916,192000.0,0.0,0.0
1962-01-02,GE,2.6095722714128895,2.6530648102552266,2.5834764822291847,2.6008732318878174,432682.0,0.0,0.0
1962-01-02,AA,0.0,1.5505479006670275,1.5417044162750244,1.5417044162750244,55930.0,0.0,0.0
1962-01-02,BA,0.19031055781074385,0.19031055781074385,0.18703724443912506,0.18703724443912506,352350.0,0.0,0.0
1962-01-02,AEP,0.0,0.9997236014281031,0.97659832239151,0.97659832239151,5800.0,0.0,0.0
1962-01-02,KR,0.0,0.031310200378601695,0.030155323770468735,0.03054029308259487,153600.0,0.0,0.0
1962-01-02,DTE,0.0,0.39185275952051335,0.3878624141216278,0.3878624141216278,1880.0,0.0,0.0
1962-01-02,IBM,1.5743495588732903,1.5743495588732903,1.5566600561141968,1.5566600561141968,407940.0,0.0,0.0
1962-01-02,CAT,0.13051198422908783,0.13178320460278306,0.1292407638553926,0.13051198422908783,163200.0,0.0,0.0
1962-01-02,KO,0.004007111303508282,0.004116209094057981,0.004007111303508282,0.004007111303508282,806400.0,0.0,0.0
1962-01-02,HPQ,0.047866036110033844,0.047866036110033844,0.04527862370014191,0.04527862370014191,2480333.0,0.0,0.0
1962-01-02,IP,0.0,0.9030301539559435,0.8819594383239746,0.8819594383239746,51552.0,0.0,0.0
1962-01-02,MRK,0.0,0.08608435432886191,0.08524634122762473,0.08572530001401901,633830.0,0.0,0.0
1962-01-02,XOM,0.0,0.1015373839390559,0.1007889360189438,0.10078893601894379,902400.0,0.0,0.0
1962-01-02,MRO,0.0,0.41745506124276033,0.4123796360272837,0.4149174094200134,84139.0,0.0,0.0
1962-01-03,IBM,1.5566596462442635,1.570266842842102,1.5566596462442635,1.570266842842102,305955.0,0.0,0.0
1962-01-03,PG,0.0,0.2727370790512293,0.26752075237595546,0.26975634694099426,428800.0,0.0,0.0
1962-01-03,JNJ,0.0,0.06706344518838142,0.0667121484875679,0.0667121484875679,345600.0,0.0,0.0
1962-01-03,MMM,0.0,0.5339213609695435,0.520971844909888,0.5339213609695435,505190.0,0.0,0.0
1962-01-03,DIS,0.058359487924549334,0.0593387604184346,0.058359487924549334,0.05914277955889702,801865.0,0.0,0.0
1962-01-03,XRX,0.0,1.02436363697052,1.0117949664582726,1.02436363697052,51233.0,0.0,0.0
1962-01-03,FL,0.0,0.9524882120390734,0.948535978794098,0.9485359787940979,31200.0,0.0,0.0
1962-01-03,CNP,0.0,0.31152445657182065,0.30848026275634766,0.30848026275634766,25623.0,0.0,0.0
1962-01-03,MRK,0.0,0.08572532802575884,0.08141514340144478,0.0821334719657898,6564672.0,0.0,0.0
1962-01-03,GE,2.5878280706306174,2.5878280706306174,2.566081366296228,2.574779748916626,296467.0,0.0,0.0
1962-01-03,AA,1.5417026753981868,1.565285086631775,1.5387547757231785,1.565285086631775,74906.0,0.0,0.0
1962-01-03,CAT,0.1305119966965645,0.13178321719169617,0.12924077620143284,0.13178321719169617,156000.0,0.0,0.0
1962-01-03,BA,0.18984291485494204,0.19358368663393508,0.18984291485494204,0.19077804684638977,710775.0,0.0,0.0
1962-01-03,XOM,0.0,0.10228584706783296,0.10078895100503846,0.10228584706783295,1200000.0,0.0,0.0
1962-01-03,GT,0.0,1.9305855682918005,1.9033942222595217,1.9033942222595215,28000.0,0.0,0.0
1962-01-03,MO,0.0,0.003240159187455059,0.0032175023835369332,0.0032326069194823503,1209600.0,0.0,0.0
1962-01-03,BP,0.0,0.1414393186569214,0.14016501977023957,0.1414393186569214,85184.0,0.0,0.0
1962-01-03,GD,0.0,0.21787640165506117,0.21003285452000903,0.21526189148426056,2092000.0,0.0,0.0
1962-01-03,HPQ,0.045278626783909814,0.045278626783909814,0.044308345366178496,0.044793304055929184,507341.0,0.0,0.0
1962-01-03,MSI,0.0,0.753995820052382,0.7452539388949948,0.7496248483657837,77611.0,0.0,0.0
1962-01-03,IP,0.0,0.8879801493237842,0.8699195384979248,0.8699195384979248,53736.0,0.0,0.0
1962-01-03,MRO,0.0,0.41491766564017085,0.4123798906803131,0.4123798906803131,40186.0,0.0,0.0
1962-01-03,AEP,0.0,0.9890500598580297,0.9694825227025652,0.9748191237449646,10200.0,0.0,0.0
1962-01-03,CVX,0.0,0.046914567869972224,0.04649192581849317,0.046703241765499115,127680.0,0.0,0.0
1962-01-03,ED,0.0,0.2638075893951787,0.26178762316703796,0.26178762316703796,28800.0,0.0,0.0
1962-01-03,KO,0.0039476022265838824,0.0039476022265838824,0.0038583254519433314,0.003917832858860493,1574400.0,0.0,0.0
1962-01-03,KR,0.0,0.031181886792182922,0.030411948190773707,0.031181886792182922,131200.0,0.0,0.0
1962-01-03,HON,0.0,1.5736604928970337,1.5596412035838685,1.5736604928970337,83483.0,0.0,0.0
1962-01-03,DTE,0.0,0.38786234184676155,0.38467004895210266,0.38467004895210266,5170.0,0.0,0.0
1962-01-04,HPQ,0.04479330103087405,0.04624890236158071,0.04301463752653885,0.04382302239537239,845568.0,0.0,0.0
1962-01-04,IP,0.0,0.8819600373854256,0.8669094443321228,0.8669094443321228,48494.0,0.0,0.0
1962-01-04,DTE,0.0,0.3870642183742338,0.3814777135848999,0.3814777135848999,7755.0,0.0,0.0
1962-01-04,MRK,0.0,0.0828517644717356,0.08093615569561413,0.0812954232096672,1199750.0,0.0,0.0
1962-01-04,AA,1.565285086631775,1.5770762360938204,1.565285086631775,1.565285086631775,80899.0,0.0,0.0
1962-01-04,FL,0.0,0.9551222807171829,0.9353611292498446,0.9379960298538208,37200.0,0.0,0.0
1962-01-04,MSI,0.0,0.7507171536019995,0.7365114287819882,0.7430680990219116,59701.0,0.0,0.0
1962-01-04,CNP,0.0,0.30983321023443616,0.30848026275634766,0.30848026275634766,16014.0,0.0,0.0
1962-01-04,XRX,0.0,1.0447884615716017,1.0180795192718506,1.0180795192718506,198099.0,0.0,0.0
1962-01-04,MO,0.0,0.0032628178036286978,0.003209951384047093,0.0032552655320614576,2592000.0,0.0,0.0
1962-01-04,GT,0.0,1.9251474224287888,1.8762029964348366,1.8925178050994873,29200.0,0.0,0.0
1962-01-04,XOM,0.0,0.1030342620940003,0.10203635141776873,0.10253533720970154,1088000.0,0.0,0.0
1962-01-04,DIS,0.05914277955889702,0.0593387604184346,0.05875144964362448,0.05914277955889702,962238.0,0.0,0.0
1962-01-04,IBM,1.570266842574579,1.570266842574579,1.5539382473811665,1.5546185970306396,274575.0,0.0,0.0
1962-01-04,PG,0.0,0.2705015213054282,0.2652851939201355,0.2652851939201355,326400.0,0.0,0.0
1962-01-04,KO,0.003927766166184612,0.003977355594928406,0.003927766166184612,0.003947602119296789,844800.0,0.0,0.0
1962-01-04,ED,0.0,0.2634037624202646,0.2609798014163971,0.2609798014163971,21600.0,0.0,0.0
1962-01-04,CVX,0.0,0.04670322714859991,0.04628058522939682,0.04628058522939682,75600.0,0.0,0.0
1962-01-04,KR,0.0,0.0310535803437233,0.03079692364918801,0.031053580343723297,99200.0,0.0,0.0
1962-01-04,MRO,0.0,0.41618663516648874,0.4085733999635976,0.4111112058162689,52744.0,0.0,0.0
1962-01-04,GD,0.0,0.2248481785134745,0.215261641281394,0.21613313257694244,2884000.0,0.0,0.0
1962-01-04,CAT,0.13474926408242402,0.1389866364609833,0.13474926408242402,0.1351729780435562,355200.0,0.0,0.0
1962-01-04,MMM,0.0,0.542886497247909,0.5339213609695435,0.5339213609695435,254509.0,0.0,0.0
1962-01-04,JNJ,0.0,0.06706343147386988,0.06601014733314514,0.06601014733314514,216000.0,0.0,0.0
1962-01-04,GE,2.5747790861464326,2.5965256187089905,2.522588139162092,2.5443341732025146,368581.0,0.0,0.0
1962-01-04,HON,0.0,1.5981944012939213,1.577165642733111,1.5841751098632812,74801.0,0.0,0.0
1962-01-04,BP,0.0,0.14175785024282755,0.13889090716838837,0.13889090716838837,100672.0,0.0,0.0
1962-01-04,BA,0.1907780512296549,0.19405114872670276,0.18890778720378876,0.18890778720378876,911250.0,0.0,0.0
1962-01-04,AEP,0.0,0.97659765680631,0.9605878591537476,0.9605878591537476,8800.0,0.0,0.0
1962-01-05,BP,0.0,0.13889089808718316,0.13379387939117898,0.13506817817687988,147136.0,0.0,0.0
1962-01-05,GT,0.0,1.930584123527462,1.8925162675705824,1.9142693281173706,28000.0,0.0,0.0
1962-01-05,ED,0.0,0.25936357959916323,0.2553236484527588,0.2553236484527588,46400.0,0.0,0.0
1962-01-05,PG,0.0,0.26603020457908205,0.26006874239283156,0.26342204213142395,544000.0,0.0,0.0
1962-01-05,JNJ,0.0,0.06548321031562064,0.06495656818151474,0.06495656818151474,129600.0,0.0,0.0
1962-01-05,DIS,0.05914273793112918,0.05953469937432126,0.05894738433286617,0.05933871865272522,962238.0,0.0,0.0
1962-01-05,MMM,0.0,0.5319296636004606,0.5179839028657517,0.5199762582778931,376979.0,0.0,0.0
1962-01-05,HON,0.0,1.5981946225912937,1.5771658611186918,1.5806705951690674,42744.0,0.0,0.0
1962-01-05,FL,0.0,0.9353616077553036,0.9116482138633729,0.9116482138633728,30000.0,0.0,0.0
1962-01-05,CVX,0.0,0.04638626154605538,0.0451182946562767,0.0451182946562767,201600.0,0.0,0.0
1962-01-05,MO,0.0,0.0033987747399156967,0.003202396642055239,0.0032930246088653803,2937600.0,0.0,0.0
1962-01-05,GD,0.0,0.2213622104879559,0.2161331784906932,0.2170046865940094,1532000.0,0.0,0.0
1962-01-05,IP,0.0,0.884969841028964,0.8638991185841598,0.8759394884109497,76891.0,0.0,0.0
1962-01-05,AEP,0.0,0.9570303152907979,0.9285684471780604,0.9392416477203369,11400.0,0.0,0.0
1962-01-05,KO,0.003947603028563762,0.003997192468729687,0.003848408256945545,0.0038583262357860804,1420800.0,0.0,0.0
1962-01-05,HPQ,0.04366146792251779,0.04366146792251779,0.042853083461523056,0.042853083461523056,338227.0,0.0,0.0
1962-01-05,IBM,1.5525776621545315,1.5525776621545315,1.5212811708193315,1.5240026712417603,384405.0,0.0,0.0
1962-01-05,KR,0.0,0.030668619872833713,0.029770368173465893,0.030283650383353233,182400.0,0.0,0.0
1962-01-05,XOM,0.0,0.10303428421251057,0.1000405515411472,0.10029007494449615,1222400.0,0.0,0.0
1962-01-05,CAT,0.13517299140800434,0.13813922219643598,0.13474927740497988,0.13644421100616455,163200.0,0.0,0.0
1962-01-05,MRK,0.0,0.08093615170543349,0.07806262560207941,0.0785415843129158,520646.0,0.0,0.0
1962-01-05,MSI,0.0,0.7474386232148678,0.7277691219088646,0.7386967539787292,107462.0,0.0,0.0
1962-01-05,XRX,0.0,1.01807937008121,0.9740883038790643,0.9929416179656982,187853.0,0.0,0.0
1962-01-05,MRO,0.0,0.41364842624501347,0.4085729718208313,0.4085729718208313,55255.0,0.0,0.0
1962-01-05,AA,1.565284350042372,1.574127820286855,1.5593888903951236,1.5623365640640259,70911.0,0.0,0.0
1962-01-05,BA,0.1889077864488368,0.18984291845803272,0.18002343637363696,0.18516701459884644,880875.0,0.0,0.0
1962-01-05,GE,2.544335228212628,2.548685001816102,2.4356035173584405,2.479095935821533,546862.0,0.0,0.0
1962-01-05,DTE,0.0,0.3806796474802452,0.37349703907966614,0.37349703907966614,10575.0,0.0,0.0
1962-01-05,CNP,0.0,0.30848061536833166,0.3010391891002655,0.3010391891002655,26690.0,0.0,0.0
1962-01-08,FL,0.0,0.9221874678988337,0.9063785405669254,0.9103307723999023,48000.0,0.0,0.0
1962-01-08,AEP,0.0,0.9445784127211753,0.9107799384430164,0.9321263432502747,17200.0,0.0,0.0
1962-01-08,MRO,0.0,0.41237997197626247,0.4060357460735286,0.4111112058162689,62790.0,0.0,0.0
1962-01-08,KO,0.0038285738350474093,0.0038285738350474093,0.00374426348947642,0.003818655852228403,2035200.0,0.0,0.0
1962-01-08,PG,0.0,0.26193190352993295,0.25336227444715276,0.2563430070877075,1523200.0,0.0,0.0
1962-01-08,BP,0.0,0.1388908582836008,0.13697950475776813,0.13761655986309052,92928.0,0.0,0.0
1962-01-08,KR,0.0,0.030283647329133908,0.029257083012892083,0.030155334621667862,208000.0,0.0,0.0
1962-01-08,ED,0.0,0.25936357120829306,0.2557276332941581,0.2565356194972992,29600.0,0.0,0.0
1962-01-08,HON,0.0,1.5981938209772648,1.5631456051269454,1.5876792669296265,90830.0,0.0,0.0
1962-01-08,AA,1.5564415582314224,1.5564415582314224,1.4974854802920865,1.5092766284942627,93883.0,0.0,0.0
1962-01-08,HPQ,0.04285311000598342,0.043499965220689774,0.04204436372270773,0.043499965220689774,873754.0,0.0,0.0
